From,To,Datetime,Duration(seconds),Cell Tower
18,249,20060605 1437,1283,20
386,247,20060605 1437,933,11
151,1,20060605 1438,1285,6
212,123,20060605 1438,1360,19
347,205,20060605 1438,734,22
10,5,20060605 1439,1317,30
336,248,20060605 1444,464,30
211,97,20060605 1445,1213,15
380,120,20060605 1445,1104,29
258,132,20060605 1446,1600,11
259,148,20060605 1450,1362,30
23,96,20060605 1451,1039,11
318,229,20060605 1451,626,11
321,3,20060605 1452,1074,16
166,154,20060605 1453,685,11
371,1,20060605 1453,1257,22
258,132,20060605 1454,845,29
29,58,20060605 1455,659,25
286,92,20060605 1455,1177,11
58,38,20060605 1456,415,23
324,18,20060605 1457,1381,22
261,247,20060605 1458,681,11
394,13,20060605 1459,1183,10
230,8,20060605 1500,963,28
265,24,20060605 1500,1332,29
150,5,20060605 1502,1056,29
258,132,20060605 1502,1345,29
65,158,20060605 1503,846,29
263,9,20060605 1503,479,30
287,244,20060605 1503,1142,11
365,91,20060605 1503,913,21
192,151,20060605 1505,1205,11
49,27,20060605 1508,1281,28
218,234,20060605 1508,1171,30
133,178,20060605 1509,826,13
244,70,20060605 1509,1390,1
34,165,20060605 1510,779,15
46,242,20060605 1510,1205,30
91,185,20060605 1510,827,30
174,221,20060605 1513,1222,30
84,307,20060605 1514,851,11
164,38,20060605 1515,1054,30
17,11,20060605 1516,1109,23
252,49,20060605 1516,868,11
180,93,20060605 1517,883,10
84,307,20060605 1518,1448,11
64,1,20060605 1519,515,29
383,5,20060605 1519,1104,10
104,83,20060605 1521,1202,26
229,318,20060605 1521,1283,15
58,29,20060605 1522,1308,23
72,15,20060605 1522,991,17
377,117,20060605 1522,1010,28
52,70,20060605 1523,967,18
77,285,20060605 1523,1327,11
104,11,20060605 1523,1121,26
195,245,20060605 1523,554,11
390,2,20060605 1524,1044,22
287,244,20060605 1525,1142,11
359,96,20060605 1526,935,21
320,243,20060605 1527,1254,28
96,292,20060605 1528,974,6
324,120,20060605 1528,474,22
77,5,20060605 1530,1141,11
63,15,20060605 1531,832,11
155,5,20060605 1531,1542,28
197,4,20060605 1531,1085,29
50,34,20060605 1532,1013,28
136,254,20060605 1532,898,10
128,14,20060605 1533,1358,11
199,381,20060605 1533,1204,14
118,213,20060605 1535,1064,30
251,240,20060605 1537,1199,28
375,172,20060605 1537,1347,29
161,6,20060605 1539,815,30
134,331,20060605 1542,1009,27
158,338,20060605 1542,673,22
254,136,20060605 1543,1266,11
222,24,20060605 1544,1987,30
285,8,20060605 1544,883,30
374,157,20060605 1545,1186,13
261,247,20060605 1546,1203,11
348,163,20060605 1550,1065,23
217,296,20060605 1551,769,6
290,92,20060605 1551,1138,18
330,325,20060605 1552,1510,27
378,0,20060605 1554,1191,30
198,66,20060605 1555,463,6
222,319,20060605 1555,270,30
238,7,20060605 1556,597,29
364,260,20060605 1557,924,24
176,148,20060605 1559,687,18
266,190,20060605 1559,1191,29
286,92,20060605 1559,1209,28
158,342,20060605 1600,1040,22
5,200,20060605 1602,932,30
83,61,20060605 1602,1346,30
355,14,20060605 1602,929,28
74,44,20060605 1603,602,28
371,60,20060605 1603,1291,22
55,38,20060605 1604,1414,20
199,381,20060605 1605,1208,14
230,8,20060605 1605,869,28
241,80,20060605 1605,1097,28
366,30,20060605 1606,827,7
18,142,20060605 1607,756,20
108,7,20060605 1607,844,28
376,292,20060605 1608,836,13
87,1,20060605 1609,1098,11
133,70,20060605 1609,1060,13
144,149,20060605 1609,760,16
74,9,20060605 1610,1079,28
366,5,20060605 1612,1389,7
144,149,20060605 1613,599,16
199,394,20060605 1613,746,14
234,218,20060605 1613,687,11
72,15,20060605 1614,785,17
305,102,20060605 1614,956,6
276,40,20060605 1615,1154,29
301,275,20060605 1615,1210,17
187,66,20060605 1616,913,30
184,49,20060605 1619,1243,13
96,359,20060605 1620,961,6
54,27,20060605 1622,1502,29
229,185,20060605 1622,845,15
301,275,20060605 1622,1165,17
260,24,20060605 1625,1665,29
135,12,20060605 1626,1113,29
36,2,20060605 1628,1252,28
45,289,20060605 1628,1418,27
50,34,20060605 1628,996,11
373,61,20060605 1628,654,29
263,9,20060605 1630,1208,30
31,3,20060605 1631,995,30
35,52,20060605 1632,808,15
238,7,20060605 1633,860,29
189,384,20060605 1634,1096,11
351,44,20060605 1634,1037,28
33,2,20060605 1636,1078,28
274,172,20060605 1636,1104,10
56,163,20060605 1637,706,22
73,37,20060605 1638,1107,21
132,258,20060605 1639,1280,22
268,117,20060605 1640,1122,11
1,138,20060605 1641,1071,11
305,102,20060605 1641,1416,6
376,292,20060605 1643,1049,13
351,38,20060605 1644,1394,28
57,2,20060605 1647,785,28
182,38,20060605 1648,578,29
368,197,20060605 1648,1008,11
65,4,20060605 1649,843,29
66,372,20060605 1649,585,28
212,123,20060605 1650,1381,28
236,13,20060605 1654,1137,1
64,32,20060605 1655,781,29
312,38,20060605 1656,1346,29
311,1,20060605 1657,1374,25
12,0,20060605 1658,1758,29
4,304,20060605 1659,1278,11
226,390,20060605 1700,713,30
256,1,20060605 1701,745,20
24,47,20060605 1702,1039,30
193,3,20060605 1702,1521,22
316,5,20060605 1702,934,18
301,275,20060605 1705,1227,17
65,32,20060605 1706,760,28
359,118,20060605 1709,713,21
375,333,20060605 1709,1337,29
259,119,20060605 1710,1186,30
288,56,20060605 1711,1180,1
103,358,20060605 1713,1032,18
139,3,20060605 1713,1218,24
315,361,20060605 1713,1216,28
228,92,20060605 1714,1240,13
143,52,20060605 1715,1083,28
160,205,20060605 1715,1009,18
282,13,20060605 1715,882,8
45,8,20060605 1716,1252,27
151,20,20060605 1716,736,6
84,33,20060605 1717,706,28
21,47,20060605 1719,754,29
364,113,20060605 1719,1856,24
377,92,20060605 1719,1112,28
165,203,20060605 1720,1335,29
225,319,20060605 1721,731,30
259,148,20060605 1721,921,30
118,196,20060605 1722,777,30
354,25,20060605 1725,1011,30
115,23,20060605 1728,963,17
259,119,20060605 1729,996,30
20,120,20060605 1730,505,30
257,27,20060605 1730,1061,30
280,199,20060605 1730,1008,29
282,13,20060605 1730,281,19
65,335,20060605 1731,854,29
285,77,20060605 1732,1186,30
282,199,20060605 1733,758,8
141,0,20060605 1736,519,11
171,51,20060605 1736,759,27
14,43,20060605 1737,1015,18
228,92,20060605 1737,735,13
282,13,20060605 1739,646,19
364,379,20060605 1742,494,24
392,358,20060605 1743,771,29
346,120,20060605 1744,959,28
340,0,20060605 1745,970,11
383,5,20060605 1745,1329,10
46,242,20060605 1746,522,30
214,140,20060605 1746,816,29
51,56,20060605 1748,1037,11
192,49,20060605 1749,591,11
284,2,20060605 1749,896,22
25,71,20060605 1752,683,29
354,25,20060605 1752,1141,30
96,23,20060605 1754,1437,6
121,8,20060605 1754,474,28
160,6,20060605 1756,1068,22
229,24,20060605 1758,1398,15
372,66,20060605 1758,1374,27
66,14,20060605 1759,1298,28
149,144,20060605 1759,929,21
81,142,20060605 1800,1062,7
165,34,20060605 1803,1090,29
140,120,20060605 1805,721,15
381,12,20060605 1805,382,9
341,0,20060605 1808,1550,21
381,199,20060605 1808,785,9
82,103,20060605 1809,1184,13
197,368,20060605 1809,1435,29
296,217,20060605 1809,692,11
212,103,20060605 1811,1461,11
48,0,20060605 1812,1205,28
340,0,20060605 1812,1368,10
284,260,20060605 1814,1160,19
328,142,20060605 1815,1054,30
274,370,20060605 1816,1134,9
305,293,20060605 1816,1065,12
356,61,20060605 1816,1530,24
196,118,20060605 1817,806,11
276,40,20060605 1817,762,29
284,2,20060605 1817,990,19
189,361,20060605 1819,1011,11
242,1,20060605 1819,970,9
326,90,20060605 1820,981,18
373,41,20060605 1820,971,15
217,296,20060605 1821,1577,22
241,23,20060605 1821,721,28
29,58,20060605 1823,987,8
277,9,20060605 1824,1037,16
12,46,20060605 1830,990,29
20,120,20060605 1830,1087,30
27,392,20060605 1831,1023,8
42,203,20060605 1834,798,16
92,119,20060605 1834,752,30
239,247,20060605 1834,1032,4
289,2,20060605 1837,1282,4
363,380,20060605 1837,823,29
93,180,20060605 1840,1230,29
241,80,20060605 1840,1006,28
56,1,20060605 1841,1667,22
323,68,20060605 1841,914,29
145,0,20060605 1842,1067,12
21,60,20060605 1843,921,9
212,123,20060605 1843,1457,13
263,9,20060605 1843,1454,30
87,1,20060605 1846,1265,14
177,70,20060605 1847,809,21
356,11,20060605 1847,1276,24
110,83,20060605 1848,904,17
257,27,20060605 1848,1462,11
49,27,20060605 1851,1133,13
399,90,20060605 1851,899,4
342,158,20060605 1852,1309,13
336,248,20060605 1853,1188,30
66,159,20060605 1856,801,29
8,1,20060605 1857,297,12
278,1,20060605 1857,1069,17
257,27,20060605 1859,1253,30
0,15,20060605 1900,1291,21
42,193,20060605 1901,1228,16
73,41,20060605 1901,1132,21
307,51,20060605 1901,622,21
195,8,20060605 1905,855,15
217,129,20060605 1905,1222,22
333,109,20060605 1905,842,4
10,79,20060605 1907,1024,15
211,391,20060605 1908,889,22
362,94,20060605 1908,771,28
276,360,20060605 1909,1288,11
274,172,20060605 1910,949,9
131,11,20060605 1915,1694,22
267,5,20060605 1915,566,15
189,361,20060605 1916,1337,11
92,377,20060605 1917,879,30
396,31,20060605 1918,1204,18
7,95,20060605 1919,1079,29
343,52,20060605 1919,779,9
200,5,20060605 1920,1306,13
331,134,20060605 1920,1361,15
92,286,20060605 1922,753,30
49,82,20060605 1923,1220,13
18,249,20060605 1924,1222,21
131,23,20060605 1924,782,22
46,94,20060605 1929,966,30
5,348,20060605 1930,463,30
256,134,20060605 1930,231,14
388,34,20060605 1930,790,15
255,10,20060605 1933,1095,4
48,154,20060605 1934,1038,28
157,5,20060605 1934,1249,1
379,364,20060605 1934,1495,1
154,202,20060605 1938,735,13
8,121,20060605 1940,1371,12
229,185,20060605 1942,680,13
385,179,20060605 1942,1009,19
367,210,20060605 1944,1014,29
35,52,20060605 1945,1208,22
307,84,20060605 1946,975,21
169,79,20060605 1947,903,28
252,49,20060605 1947,1244,29
166,154,20060605 1952,1171,9
171,51,20060605 1952,1437,13
392,27,20060605 1952,1243,9
83,4,20060605 1954,1105,12
149,144,20060605 1954,1407,21
37,5,20060605 1955,1045,22
17,214,20060605 1957,1451,15
89,91,20060605 1957,836,28
198,279,20060605 1958,1378,6
128,14,20060605 2004,705,11
177,75,20060605 2004,546,21
131,11,20060605 2005,1331,22
151,1,20060605 2006,1212,23
198,9,20060605 2008,846,6
376,292,20060605 2008,1737,13
299,52,20060605 2012,841,16
237,1,20060605 2015,612,4
388,19,20060605 2016,914,5
0,140,20060605 2017,917,7
171,51,20060605 2018,1614,13
201,5,20060605 2018,1213,9
325,120,20060605 2019,1687,15
167,1,20060605 2023,962,27
218,97,20060605 2024,642,30
86,85,20060605 2025,1080,4
225,319,20060605 2025,924,30
125,27,20060605 2029,817,12
314,5,20060605 2029,1174,27
87,1,20060605 2031,727,15
298,115,20060605 2031,1041,21
110,117,20060605 2032,1150,17
324,18,20060605 2032,1088,22
227,1,20060605 2034,531,16
154,166,20060605 2035,1080,13
5,8,20060605 2036,814,30
350,305,20060605 2038,1641,1
7,95,20060605 2040,1252,16
269,41,20060605 2043,1194,1
175,0,20060605 2044,735,30
305,350,20060605 2045,862,6
389,266,20060605 2047,467,13
58,186,20060605 2050,911,23
64,32,20060605 2050,1468,16
232,40,20060605 2053,714,30
274,172,20060605 2053,1370,9
347,205,20060605 2054,1323,22
177,75,20060605 2056,1043,21
335,14,20060605 2056,1087,1
72,15,20060605 2059,1025,27
128,14,20060605 2059,1279,11
277,9,20060605 2059,1221,16
365,91,20060605 2101,888,15
273,162,20060605 2106,868,29
140,120,20060605 2109,1041,15
32,265,20060605 2110,262,13
244,1,20060605 2110,1719,1
132,20,20060605 2111,1761,22
139,75,20060605 2112,767,1
8,285,20060605 2113,1141,12
21,141,20060605 2113,1191,28
317,30,20060605 2116,804,11
350,19,20060605 2116,1237,1
244,70,20060605 2118,414,19
391,211,20060605 2118,809,7
389,344,20060605 2119,625,13
169,79,20060605 2120,603,28
51,293,20060605 2121,1474,16
216,12,20060605 2122,1154,28
169,79,20060605 2123,1360,4
8,45,20060605 2124,888,12
335,14,20060605 2125,1097,1
93,134,20060605 2126,1269,29
215,272,20060605 2127,1038,29
9,5,20060605 2129,1309,17
340,14,20060605 2129,1160,29
124,2,20060605 2131,941,1
155,17,20060605 2131,875,11
298,115,20060605 2132,849,21
249,18,20060605 2133,1095,28
326,90,20060605 2137,958,7
12,3,20060605 2138,643,29
326,90,20060605 2138,808,7
60,371,20060605 2139,636,15
21,60,20060605 2140,1106,9
182,13,20060605 2141,816,13
347,113,20060605 2142,1008,22
385,90,20060605 2147,1018,19
195,245,20060605 2148,1581,15
393,202,20060605 2149,1324,15
398,204,20060605 2150,608,16
152,37,20060605 2152,639,15
179,0,20060605 2155,219,11
343,52,20060605 2155,921,9
330,325,20060605 2156,505,27
265,24,20060605 2200,654,9
364,113,20060605 2201,806,1
69,387,20060605 2204,759,7
343,52,20060605 2205,945,9
268,117,20060605 2208,804,11
84,307,20060605 2209,909,9
98,78,20060605 2211,1232,21
340,14,20060605 2213,842,29
56,1,20060605 2215,1101,22
230,93,20060605 2215,1067,28
352,3,20060605 2216,1164,29
22,26,20060605 2220,1255,25
53,36,20060605 2220,1185,16
321,138,20060605 2220,1569,4
45,8,20060605 2221,966,12
25,14,20060605 2224,991,29
18,391,20060605 2225,754,4
82,103,20060605 2225,1008,13
308,175,20060605 2226,1245,16
316,52,20060605 2226,803,4
24,47,20060605 2227,1195,24
120,20,20060605 2227,1695,15
374,13,20060605 2227,1217,13
296,227,20060605 2228,866,11
198,279,20060605 2231,778,19
272,251,20060605 2233,1091,15
146,243,20060605 2234,933,1
98,78,20060605 2235,1254,21
183,17,20060605 2235,618,1
140,0,20060605 2237,937,15
174,158,20060605 2238,1045,30
354,52,20060605 2238,939,2
320,192,20060605 2241,1304,16
161,54,20060605 2244,592,10
193,42,20060605 2244,1329,2
284,260,20060605 2246,1202,22
310,61,20060605 2246,1065,15
199,381,20060605 2247,1579,22
250,13,20060605 2249,1108,16
51,307,20060605 2251,1106,16
320,369,20060605 2253,1029,29
302,109,20060605 2254,1209,15
387,267,20060605 2254,1144,19
285,77,20060605 2255,384,10
75,139,20060605 2256,1253,15
232,40,20060605 2256,926,30
60,371,20060605 2257,1445,20
293,37,20060605 2259,1443,22
223,160,20060605 2302,991,30
53,36,20060605 2303,1216,16
7,44,20060605 2304,1651,16
25,14,20060605 2304,1093,29
191,178,20060605 2304,822,22
191,120,20060605 2306,1630,22
146,9,20060605 2307,1279,1
396,81,20060605 2310,645,18
267,5,20060605 2311,328,15
225,35,20060605 2313,1343,1
32,352,20060605 2315,1495,11
46,12,20060605 2315,783,30
104,83,20060605 2316,1481,7
370,274,20060605 2316,839,1
29,58,20060605 2317,1096,8
54,264,20060605 2317,1293,29
4,197,20060605 2321,647,15
59,11,20060605 2324,1084,18
100,68,20060605 2325,590,30
296,217,20060605 2329,1439,11
304,23,20060605 2330,1966,11
368,196,20060605 2330,988,12
17,0,20060605 2331,1232,15
250,41,20060605 2331,907,16
27,2,20060605 2332,905,25
146,9,20060605 2333,1109,1
122,23,20060605 2334,887,6
131,23,20060605 2336,1231,22
50,0,20060605 2337,1243,28
381,199,20060605 2338,1420,9
68,323,20060605 2342,1235,29
137,5,20060605 2342,1593,15
259,148,20060605 2342,1265,12
337,41,20060605 2342,1675,28
121,8,20060605 2343,1524,9
371,1,20060605 2343,1128,19
29,24,20060605 2344,1189,8
71,209,20060605 2344,1272,28
108,13,20060605 2344,1409,9
292,376,20060605 2344,993,11
384,189,20060605 2345,1086,9
71,82,20060605 2348,1243,28
54,310,20060605 2349,1133,29
363,42,20060605 2349,1391,29
345,205,20060605 2351,1007,9
58,186,20060605 2352,843,17
249,138,20060605 2352,594,11
336,248,20060605 2352,847,30
296,217,20060605 2354,1238,11
184,49,20060605 2358,401,2
320,369,20060605 2359,1678,16
35,75,20060606 0004,445,15
157,61,20060606 0004,1389,1
88,53,20060606 0007,1776,29
84,2,20060606 0016,717,11
381,199,20060606 0017,704,29
9,16,20060606 0021,1069,25
65,32,20060606 0022,1390,29
266,389,20060606 0027,1023,11
212,123,20060606 0039,1368,28
51,307,20060606 0040,1172,11
266,389,20060606 0048,860,11
385,179,20060606 0052,1013,6
163,56,20060606 0056,1317,22
341,357,20060606 0101,1475,20
295,329,20060606 0109,1190,30
210,367,20060606 0119,806,27
274,172,20060606 0124,1191,10
159,66,20060606 0127,916,11
155,17,20060606 0130,461,28
179,2,20060606 0137,1043,30
347,205,20060606 0145,1117,22
164,38,20060606 0146,1194,30
239,28,20060606 0148,1140,18
146,219,20060606 0149,1012,1
385,90,20060606 0154,568,6
123,317,20060606 0157,1416,25
208,192,20060606 0158,833,17
220,186,20060606 0158,1034,24
283,345,20060606 0216,1158,11
246,5,20060606 0217,1272,17
260,21,20060606 0219,1689,28
361,315,20060606 0224,1160,11
346,1,20060606 0225,808,8
328,142,20060606 0226,1180,30
31,3,20060606 0235,800,30
120,325,20060606 0239,1244,28
75,177,20060606 0241,1167,17
183,17,20060606 0243,1554,1
16,246,20060606 0245,955,11
361,315,20060606 0252,934,28
12,0,20060606 0300,854,29
182,13,20060606 0300,858,27
195,245,20060606 0317,1310,11
58,38,20060606 0320,1257,23
236,167,20060606 0324,1268,1
359,118,20060606 0325,1455,21
19,215,20060606 0351,839,30
44,163,20060606 0356,974,21
104,11,20060606 0356,1018,26
75,35,20060606 0358,295,17
82,103,20060606 0401,1150,15
155,5,20060606 0404,1195,11
170,234,20060606 0409,1104,23
295,26,20060606 0409,896,30
329,152,20060606 0410,1153,11
350,305,20060606 0410,691,24
97,5,20060606 0416,1295,22
359,118,20060606 0427,1166,21
10,23,20060606 0433,522,30
78,98,20060606 0441,1008,16
178,191,20060606 0442,1164,11
392,358,20060606 0442,1522,29
11,20,20060606 0445,1036,30
164,38,20060606 0449,1884,30
215,272,20060606 0452,973,29
211,97,20060606 0504,866,15
31,5,20060606 0523,1264,30
236,13,20060606 0534,1000,1
25,71,20060606 0538,1579,29
245,1,20060606 0538,1294,22
111,41,20060606 0541,793,29
166,154,20060606 0543,601,29
140,214,20060606 0546,1142,11
125,27,20060606 0550,891,29
82,103,20060606 0554,1055,15
230,8,20060606 0603,1222,28
192,320,20060606 0614,914,11
29,11,20060606 0615,888,25
210,49,20060606 0619,956,27
294,30,20060606 0633,791,22
181,15,20060606 0634,1061,15
179,386,20060606 0638,586,30
90,204,20060606 0645,1574,30
204,93,20060606 0646,1157,13
321,138,20060606 0646,1349,16
265,24,20060606 0647,1025,29
201,5,20060606 0651,777,5
315,32,20060606 0702,922,29
280,41,20060606 0703,1137,29
304,23,20060606 0719,1571,11
120,173,20060606 0721,1345,28
221,174,20060606 0723,1129,20
73,41,20060606 0724,1575,21
225,319,20060606 0724,1001,30
135,12,20060606 0727,1369,29
286,92,20060606 0732,782,11
234,218,20060606 0734,716,11
282,199,20060606 0738,653,19
331,78,20060606 0738,1242,11
131,303,20060606 0743,552,22
295,26,20060606 0743,575,30
283,345,20060606 0752,588,28
52,253,20060606 0757,823,18
319,225,20060606 0759,1035,16
298,144,20060606 0800,1072,22
264,229,20060606 0801,2031,29
374,13,20060606 0801,996,13
380,363,20060606 0801,1076,11
8,195,20060606 0803,704,29
303,131,20060606 0805,936,26
238,7,20060606 0807,1353,29
319,225,20060606 0808,1162,11
346,1,20060606 0809,595,28
376,20,20060606 0810,1775,13
67,41,20060606 0811,1219,16
221,174,20060606 0812,1427,20
68,2,20060606 0814,1155,28
247,239,20060606 0815,961,22
0,5,20060606 0816,976,7
10,79,20060606 0816,722,30
133,178,20060606 0816,833,13
73,122,20060606 0818,1149,21
178,191,20060606 0818,952,11
332,0,20060606 0818,769,11
313,162,20060606 0819,870,28
315,32,20060606 0819,986,28
316,52,20060606 0821,1639,18
40,15,20060606 0822,513,24
45,4,20060606 0822,1404,27
257,27,20060606 0822,1226,30
392,27,20060606 0822,1078,29
47,231,20060606 0823,626,28
303,131,20060606 0824,726,26
30,101,20060606 0826,989,18
288,56,20060606 0826,765,1
352,3,20060606 0827,1029,29
355,0,20060606 0827,868,28
139,75,20060606 0829,663,24
259,148,20060606 0829,690,30
307,84,20060606 0829,459,7
118,55,20060606 0830,803,30
320,369,20060606 0830,1175,28
84,307,20060606 0832,1073,11
87,35,20060606 0833,779,28
87,1,20060606 0834,1818,11
212,123,20060606 0836,1578,28
371,1,20060606 0838,1435,22
38,58,20060606 0839,1089,1
93,50,20060606 0839,585,29
113,5,20060606 0841,805,30
158,342,20060606 0841,1382,22
259,148,20060606 0841,935,30
117,143,20060606 0842,1510,11
248,336,20060606 0842,784,16
307,84,20060606 0842,1381,7
217,192,20060606 0843,1040,6
287,213,20060606 0843,844,13
385,90,20060606 0844,904,6
88,79,20060606 0846,1139,29
318,139,20060606 0847,1012,29
122,23,20060606 0848,1853,24
350,305,20060606 0848,1692,24
176,148,20060606 0850,1143,18
329,295,20060606 0853,1474,11
30,3,20060606 0855,1267,18
128,75,20060606 0855,724,11
224,34,20060606 0855,888,24
312,38,20060606 0856,772,29
108,7,20060606 0857,1268,28
173,120,20060606 0857,872,28
228,3,20060606 0900,971,13
84,307,20060606 0901,1422,11
126,85,20060606 0902,631,8
118,213,20060606 0904,1356,30
379,364,20060606 0904,1326,24
186,220,20060606 0905,567,22
81,142,20060606 0906,1286,10
146,13,20060606 0906,792,1
126,42,20060606 0909,1471,8
42,203,20060606 0910,908,13
201,18,20060606 0911,816,11
243,19,20060606 0911,1578,1
266,389,20060606 0912,885,29
305,293,20060606 0912,1140,6
72,172,20060606 0913,682,17
195,8,20060606 0913,1222,11
227,296,20060606 0914,1069,29
21,129,20060606 0915,1263,29
272,215,20060606 0915,1352,11
371,60,20060606 0917,1198,22
156,101,20060606 0919,578,20
316,5,20060606 0920,301,18
118,40,20060606 0922,1246,30
168,226,20060606 0922,1056,22
352,32,20060606 0922,1351,29
326,90,20060606 0926,383,18
160,223,20060606 0927,1095,18
216,1,20060606 0927,1094,29
40,276,20060606 0928,995,24
176,54,20060606 0928,1596,18
382,350,20060606 0928,1480,15
287,244,20060606 0931,1024,11
16,246,20060606 0932,800,11
13,5,20060606 0933,1626,13
147,5,20060606 0933,643,28
179,2,20060606 0933,302,30
371,1,20060606 0933,802,22
20,223,20060606 0935,858,30
202,393,20060606 0935,1627,22
204,90,20060606 0935,1031,13
315,361,20060606 0935,1044,28
222,319,20060606 0936,937,30
346,120,20060606 0937,1124,28
312,275,20060606 0938,1239,29
328,3,20060606 0939,924,30
304,4,20060606 0940,745,29
108,7,20060606 0942,265,28
318,139,20060606 0942,896,11
26,90,20060606 0943,882,11
313,162,20060606 0945,1545,28
147,26,20060606 0946,721,28
356,11,20060606 0947,1189,15
314,5,20060606 0948,883,17
152,329,20060606 0949,1151,29
224,71,20060606 0949,1067,24
272,215,20060606 0950,605,11
84,2,20060606 0951,1416,11
26,5,20060606 0952,881,11
51,187,20060606 0952,1107,11
111,41,20060606 0954,835,29
381,12,20060606 0954,732,29
139,75,20060606 0955,871,24
149,144,20060606 0955,821,21
367,210,20060606 0955,1055,29
39,14,20060606 0956,1082,10
204,398,20060606 0956,1242,13
374,13,20060606 0957,1138,13
303,131,20060606 0959,1317,26
170,5,20060606 1000,1056,23
228,92,20060606 1000,1172,13
208,3,20060606 1001,1021,17
211,391,20060606 1001,1443,15
314,250,20060606 1001,1016,17
378,0,20060606 1002,1730,30
193,3,20060606 1004,1062,22
55,164,20060606 1005,1137,20
130,111,20060606 1005,1116,28
167,290,20060606 1005,1323,15
245,195,20060606 1006,707,18
253,7,20060606 1006,1476,16
274,103,20060606 1006,778,10
9,198,20060606 1008,1469,25
181,19,20060606 1010,636,12
336,248,20060606 1010,983,30
195,245,20060606 1011,683,11
209,71,20060606 1011,1161,29
321,138,20060606 1012,1452,16
215,272,20060606 1013,1297,29
111,42,20060606 1016,206,29
114,5,20060606 1016,1139,1
126,42,20060606 1017,1317,8
138,1,20060606 1018,602,28
267,387,20060606 1019,774,30
305,293,20060606 1021,1075,6
340,14,20060606 1021,1055,11
72,15,20060606 1022,1273,17
90,204,20060606 1022,1505,30
375,333,20060606 1023,1422,11
378,0,20060606 1023,1347,30
269,41,20060606 1024,1323,1
323,68,20060606 1026,873,10
362,1,20060606 1027,1120,30
170,3,20060606 1028,1187,23
374,157,20060606 1030,984,13
59,11,20060606 1031,989,29
378,275,20060606 1031,1331,30
190,170,20060606 1032,1387,29
40,276,20060606 1033,873,24
182,38,20060606 1033,1453,29
24,260,20060606 1034,1400,30
353,89,20060606 1034,1407,11
282,199,20060606 1037,1248,19
317,379,20060606 1037,1592,30
342,1,20060606 1037,1100,29
14,2,20060606 1038,1089,18
56,1,20060606 1038,1182,22
130,14,20060606 1038,1003,28
215,272,20060606 1038,1621,29
259,148,20060606 1040,1608,30
59,113,20060606 1041,1137,11
145,0,20060606 1041,1499,29
32,57,20060606 1044,941,29
48,154,20060606 1044,967,28
91,365,20060606 1046,1075,30
348,5,20060606 1046,1161,23
93,180,20060606 1047,1084,29
225,35,20060606 1048,1074,30
271,279,20060606 1049,1359,13
133,70,20060606 1050,938,13
317,379,20060606 1052,1104,30
180,5,20060606 1053,1353,10
374,157,20060606 1053,1032,13
320,243,20060606 1054,1041,28
87,1,20060606 1055,641,14
24,260,20060606 1058,1765,30
133,21,20060606 1058,1306,13
165,203,20060606 1058,1014,29
52,354,20060606 1100,1024,18
35,1,20060606 1102,1474,15
233,42,20060606 1102,779,11
1,200,20060606 1104,1216,29
316,52,20060606 1104,1796,18
227,1,20060606 1106,1298,21
277,9,20060606 1106,886,28
14,128,20060606 1107,333,18
13,374,20060606 1108,1153,13
55,118,20060606 1109,1500,20
84,2,20060606 1109,1005,28
66,153,20060606 1110,1729,28
122,23,20060606 1110,942,24
274,172,20060606 1117,914,10
387,69,20060606 1117,1089,28
67,19,20060606 1119,867,16
169,61,20060606 1121,971,28
97,211,20060606 1122,954,22
175,308,20060606 1122,1289,30
258,132,20060606 1123,843,29
373,61,20060606 1124,902,29
36,21,20060606 1125,1055,28
163,56,20060606 1125,1289,22
157,374,20060606 1126,1651,1
68,2,20060606 1128,1126,28
342,158,20060606 1128,442,29
356,11,20060606 1128,588,15
166,16,20060606 1130,916,11
20,223,20060606 1131,739,30
124,9,20060606 1131,1396,1
229,264,20060606 1132,791,15
195,8,20060606 1133,1459,11
165,1,20060606 1134,1033,29
100,23,20060606 1135,936,30
301,275,20060606 1135,1163,17
395,48,20060606 1135,1643,11
367,210,20060606 1136,853,29
383,92,20060606 1138,1157,10
392,27,20060606 1138,704,29
396,81,20060606 1138,1176,18
32,0,20060606 1139,709,29
190,222,20060606 1139,1095,29
248,336,20060606 1140,791,16
160,205,20060606 1145,1221,22
180,5,20060606 1145,1398,10
88,53,20060606 1147,1664,29
118,359,20060606 1147,585,30
135,12,20060606 1148,1926,29
97,61,20060606 1149,975,22
147,5,20060606 1149,1056,28
46,12,20060606 1150,800,30
76,71,20060606 1150,1151,29
395,48,20060606 1150,1215,11
61,154,20060606 1151,1280,28
79,169,20060606 1151,1247,16
7,206,20060606 1152,1218,29
193,3,20060606 1153,1135,22
394,199,20060606 1153,1061,10
196,118,20060606 1155,595,11
227,28,20060606 1157,1414,21
197,4,20060606 1200,866,29
384,305,20060606 1200,1497,29
162,207,20060606 1201,798,30
385,179,20060606 1201,768,6
196,118,20060606 1202,770,11
329,152,20060606 1204,1277,11
230,93,20060606 1206,1284,28
321,3,20060606 1206,1185,16
352,32,20060606 1206,528,29
149,138,20060606 1209,1078,21
205,160,20060606 1209,998,29
21,79,20060606 1214,1090,29
179,0,20060606 1214,122,8
319,222,20060606 1214,799,11
143,117,20060606 1215,1501,29
